15322418 [Pos{x=2624, y=0, z=2848}, Pos{x=1120, y=0, z=1920}, Pos{x=3040, y=0, z=2304}, Pos{x=2912, y=0, z=64}, Pos{x=512, y=0, z=-2336}]
8680208074 [Pos{x=-400, y=0, z=-2992}, Pos{x=-512, y=0, z=2272}, Pos{x=3040, y=0, z=3008}, Pos{x=-2400, y=0, z=768}, Pos{x=-1440, y=0, z=-1728}]
8680231744 [Pos{x=-1952, y=0, z=-2272}, Pos{x=2144, y=0, z=2560}, Pos{x=-1824, y=0, z=3040}, Pos{x=3040, y=0, z=-2112}, Pos{x=-176, y=0, z=144}]
8682163040 [Pos{x=-2496, y=0, z=1984}, Pos{x=928, y=0, z=1792}, Pos{x=928, y=0, z=2880}, Pos{x=-544, y=0, z=-3072}, Pos{x=1568, y=0, z=-1280}]
8682769837 [Pos{x=-320, y=0, z=1312}, Pos{x=-2960, y=0, z=592}, Pos{x=-1440, y=0, z=-1280}, Pos{x=3040, y=0, z=-2304}, Pos{x=-992, y=0, z=-896}]
8683541431 [Pos{x=-1680, y=0, z=2960}, Pos{x=3024, y=0, z=-1872}, Pos{x=1776, y=0, z=-1712}, Pos{x=2656, y=0, z=1024}, Pos{x=192, y=0, z=2592}]
8684128861 [Pos{x=3040, y=0, z=-1120}, Pos{x=112, y=0, z=2000}, Pos{x=-2336, y=0, z=3008}, Pos{x=2960, y=0, z=2384}, Pos{x=1824, y=0, z=-1024}]
8686738347 [Pos{x=-2208, y=0, z=-1120}, Pos{x=2976, y=0, z=-2016}, Pos{x=1648, y=0, z=2288}, Pos{x=3040, y=0, z=1344}, Pos{x=1568, y=0, z=-1984}]
8688130954 [Pos{x=1392, y=0, z=848}, Pos{x=2912, y=0, z=1024}, Pos{x=-2528, y=0, z=-1408}, Pos{x=3040, y=0, z=-1280}, Pos{x=3040, y=0, z=704}]
8688361338 [Pos{x=1808, y=0, z=-2800}, Pos{x=1120, y=0, z=-1728}, Pos{x=2880, y=0, z=-992}, Pos{x=336, y=0, z=2448}, Pos{x=-1184, y=0, z=-1856}]
8691528085 [Pos{x=96, y=0, z=1056}, Pos{x=-1952, y=0, z=2656}, Pos{x=-2720, y=0, z=-3072}, Pos{x=1904, y=0, z=1488}, Pos{x=2752, y=0, z=3040}]
8694855449 [Pos{x=2352, y=0, z=-1008}, Pos{x=1296, y=0, z=2704}, Pos{x=-1920, y=0, z=2048}, Pos{x=-1600, y=0, z=-2720}, Pos{x=32, y=0, z=-2944}]
8695886891 [Pos{x=2736, y=0, z=2064}, Pos{x=2896, y=0, z=-2384}, Pos{x=-992, y=0, z=-2752}, Pos{x=2848, y=0, z=-1056}, Pos{x=-2432, y=0, z=1920}]
8699670749 [Pos{x=2912, y=0, z=2432}, Pos{x=2672, y=0, z=592}, Pos{x=2208, y=0, z=2848}, Pos{x=1104, y=0, z=-2160}, Pos{x=864, y=0, z=-320}]
8704778929 [Pos{x=960, y=0, z=-1472}, Pos{x=-480, y=0, z=-1728}, Pos{x=-800, y=0, z=-3008}, Pos{x=3040, y=0, z=-2048}, Pos{x=-32, y=0, z=-64}]
8712310719 [Pos{x=992, y=0, z=2816}, Pos{x=2144, y=0, z=2240}, Pos{x=2576, y=0, z=2416}, Pos{x=3040, y=0, z=1600}, Pos{x=304, y=0, z=-2000}]
8714147259 [Pos{x=-2736, y=0, z=-2864}, Pos{x=-896, y=0, z=-2912}, Pos{x=3040, y=0, z=1184}, Pos{x=2944, y=0, z=-2304}, Pos{x=-1248, y=0, z=-448}]
8716472031 [Pos{x=3040, y=0, z=-2880}, Pos{x=1184, y=0, z=2784}, Pos{x=-2384, y=0, z=-2704}, Pos{x=-2720, y=0, z=2304}, Pos{x=1888, y=0, z=-1856}]
8718702640 [Pos{x=-2880, y=0, z=1280}, Pos{x=1264, y=0, z=1008}, Pos{x=2976, y=0, z=2944}, Pos{x=2832, y=0, z=2096}, Pos{x=-1648, y=0, z=2352}]
8719846340 [Pos{x=-1232, y=0, z=1424}, Pos{x=3040, y=0, z=-1184}, Pos{x=-624, y=0, z=-2928}, Pos{x=3040, y=0, z=800}, Pos{x=-1328, y=0, z=2512}]
8722464079 [Pos{x=2128, y=0, z=-1168}, Pos{x=2400, y=0, z=2944}, Pos{x=3040, y=0, z=1472}, Pos{x=1760, y=0, z=-2880}, Pos{x=1728, y=0, z=1504}]
8723231429 [Pos{x=2080, y=0, z=1696}, Pos{x=-1680, y=0, z=-144}, Pos{x=-1472, y=0, z=1152}, Pos{x=-1440, y=0, z=-2816}, Pos{x=384, y=0, z=576}]
8730459465 [Pos{x=-2224, y=0, z=-976}, Pos{x=2320, y=0, z=784}, Pos{x=-1968, y=0, z=-2224}, Pos{x=-400, y=0, z=-2896}, Pos{x=1376, y=0, z=2304}]
8730862357 [Pos{x=-608, y=0, z=-3040}, Pos{x=-2896, y=0, z=-2352}, Pos{x=2208, y=0, z=-896}, Pos{x=32, y=0, z=2624}, Pos{x=-464, y=0, z=-240}]
8732484196 [Pos{x=-2176, y=0, z=-768}, Pos{x=656, y=0, z=1552}, Pos{x=2672, y=0, z=-2768}, Pos{x=-1248, y=0, z=704}, Pos{x=1872, y=0, z=-144}]
8733995163 [Pos{x=-2896, y=0, z=-2064}, Pos{x=-1952, y=0, z=-1024}, Pos{x=-416, y=0, z=2944}, Pos{x=-1696, y=0, z=2016}, Pos{x=-2608, y=0, z=240}]
8735775482 [Pos{x=-1824, y=0, z=768}, Pos{x=-2144, y=0, z=-1024}, Pos{x=3040, y=0, z=-2784}, Pos{x=576, y=0, z=-3040}, Pos{x=1296, y=0, z=80}]
8736478794 [Pos{x=-736, y=0, z=2208}, Pos{x=2832, y=0, z=-2928}, Pos{x=3040, y=0, z=-1344}, Pos{x=-2192, y=0, z=1776}, Pos{x=304, y=0, z=-1904}]
8739250353 [Pos{x=1344, y=0, z=-160}, Pos{x=3040, y=0, z=-1728}, Pos{x=-2688, y=0, z=2688}, Pos{x=2848, y=0, z=-2688}, Pos{x=3040, y=0, z=-896}]
8739296150 [Pos{x=-1072, y=0, z=-720}, Pos{x=1168, y=0, z=-2096}, Pos{x=-2656, y=0, z=768}, Pos{x=2912, y=0, z=1536}, Pos{x=-2304, y=0, z=-2112}]
8739852170 [Pos{x=1360, y=0, z=-1904}, Pos{x=-2272, y=0, z=-256}, Pos{x=3040, y=0, z=-224}, Pos{x=3040, y=0, z=-1216}, Pos{x=864, y=0, z=-2112}]
8740515569 [Pos{x=-960, y=0, z=-992}, Pos{x=48, y=0, z=1680}, Pos{x=3040, y=0, z=832}, Pos{x=-416, y=0, z=-2368}, Pos{x=432, y=0, z=2352}]
8742887359 [Pos{x=1984, y=0, z=-2080}, Pos{x=-1904, y=0, z=1744}, Pos{x=416, y=0, z=-3072}, Pos{x=-2400, y=0, z=-2816}, Pos{x=544, y=0, z=-1056}]
8745508155 [Pos{x=2368, y=0, z=-1632}, Pos{x=-1264, y=0, z=-2032}, Pos{x=2720, y=0, z=-320}, Pos{x=-2336, y=0, z=-512}, Pos{x=2720, y=0, z=-3072}]
8746577686 [Pos{x=-1760, y=0, z=32}, Pos{x=2976, y=0, z=-1536}, Pos{x=3040, y=0, z=-2464}, Pos{x=-2528, y=0, z=-2816}, Pos{x=64, y=0, z=-640}]
8748279399 [Pos{x=1200, y=0, z=2864}, Pos{x=-2736, y=0, z=1936}, Pos{x=2720, y=0, z=0}, Pos{x=-2624, y=0, z=-1536}, Pos{x=1696, y=0, z=1344}]
8749428606 [Pos{x=-1984, y=0, z=320}, Pos{x=-2464, y=0, z=1728}, Pos{x=3040, y=0, z=2368}, Pos{x=1280, y=0, z=1376}, Pos{x=-640, y=0, z=1056}]
8749515729 [Pos{x=1408, y=0, z=2528}, Pos{x=2336, y=0, z=512}, Pos{x=3040, y=0, z=896}, Pos{x=1280, y=0, z=-1248}, Pos{x=-1584, y=0, z=-1808}]
8750193752 [Pos{x=448, y=0, z=2304}, Pos{x=-624, y=0, z=944}, Pos{x=3040, y=0, z=-96}, Pos{x=-2512, y=0, z=2352}, Pos{x=1184, y=0, z=2240}]
8752157066 [Pos{x=-1504, y=0, z=-704}, Pos{x=3040, y=0, z=-1504}, Pos{x=2784, y=0, z=-2944}, Pos{x=-2976, y=0, z=-192}, Pos{x=2704, y=0, z=2064}]
8752256640 [Pos{x=-2592, y=0, z=-1024}, Pos{x=2480, y=0, z=1520}, Pos{x=-240, y=0, z=-2864}, Pos{x=864, y=0, z=3040}, Pos{x=-112, y=0, z=1040}]
8757561715 [Pos{x=-1632, y=0, z=544}, Pos{x=3040, y=0, z=-64}, Pos{x=-2672, y=0, z=-1168}, Pos{x=1536, y=0, z=-2272}, Pos{x=224, y=0, z=1440}]
8757852634 [Pos{x=-416, y=0, z=-2752}, Pos{x=2784, y=0, z=-1216}, Pos{x=-2560, y=0, z=1024}, Pos{x=2656, y=0, z=-2720}, Pos{x=-1248, y=0, z=608}]
8758567639 [Pos{x=288, y=0, z=-2368}, Pos{x=-2736, y=0, z=720}, Pos{x=672, y=0, z=2176}, Pos{x=1552, y=0, z=1424}, Pos{x=1632, y=0, z=-1024}]
8759239924 [Pos{x=1856, y=0, z=-1632}, Pos{x=-1856, y=0, z=320}, Pos{x=2656, y=0, z=768}, Pos{x=1712, y=0, z=2128}, Pos{x=336, y=0, z=-2032}]
8760591050 [Pos{x=1376, y=0, z=416}, Pos{x=-1792, y=0, z=-2560}, Pos{x=-2480, y=0, z=-464}, Pos{x=2432, y=0, z=-3072}, Pos{x=2912, y=0, z=1472}]
8760593801 [Pos{x=1904, y=0, z=-1328}, Pos{x=-1232, y=0, z=-1040}, Pos{x=384, y=0, z=-2496}, Pos{x=2144, y=0, z=-2528}, Pos{x=1360, y=0, z=976}]
8769961092 [Pos{x=-2976, y=0, z=128}, Pos{x=608, y=0, z=1088}, Pos{x=-672, y=0, z=928}, Pos{x=-1120, y=0, z=-2688}, Pos{x=2928, y=0, z=-1072}]
8770566484 [Pos{x=3040, y=0, z=576}, Pos{x=-2784, y=0, z=2304}, Pos{x=1824, y=0, z=-2112}, Pos{x=-144, y=0, z=-2000}, Pos{x=-736, y=0, z=448}]
8771890383 [Pos{x=-2112, y=0, z=-512}, Pos{x=1120, y=0, z=-2880}, Pos{x=3040, y=0, z=-1504}, Pos{x=2976, y=0, z=-2624}, Pos{x=1376, y=0, z=1536}]
8772031732 [Pos{x=1120, y=0, z=-1184}, Pos{x=2272, y=0, z=320}, Pos{x=1312, y=0, z=-1984}, Pos{x=3040, y=0, z=320}, Pos{x=-1760, y=0, z=2560}]
8773937601 [Pos{x=2384, y=0, z=-1072}, Pos{x=-2400, y=0, z=1056}, Pos{x=2272, y=0, z=-2944}, Pos{x=3008, y=0, z=-2528}, Pos{x=2368, y=0, z=1600}]
8774740272 [Pos{x=-1184, y=0, z=160}, Pos{x=-432, y=0, z=2512}, Pos{x=-1248, y=0, z=-3072}, Pos{x=-736, y=0, z=-800}, Pos{x=2208, y=0, z=1280}]
8775401484 [Pos{x=3008, y=0, z=-2592}, Pos{x=896, y=0, z=-512}, Pos{x=1984, y=0, z=-992}, Pos{x=2144, y=0, z=320}, Pos{x=1696, y=0, z=2112}]
8778851037 [Pos{x=784, y=0, z=1328}, Pos{x=3040, y=0, z=2560}, Pos{x=-2656, y=0, z=-2112}, Pos{x=-2976, y=0, z=-1216}, Pos{x=3040, y=0, z=-832}]
8783325641 [Pos{x=1408, y=0, z=-128}, Pos{x=-1648, y=0, z=-1616}, Pos{x=528, y=0, z=1936}, Pos{x=-352, y=0, z=1024}, Pos{x=2208, y=0, z=-2752}]
8783475478 [Pos{x=192, y=0, z=1056}, Pos{x=912, y=0, z=-1552}, Pos{x=-1456, y=0, z=1360}, Pos{x=3040, y=0, z=832}, Pos{x=-1648, y=0, z=-944}]
8783743430 [Pos{x=-1840, y=0, z=-1584}, Pos{x=-2768, y=0, z=1968}, Pos{x=-2400, y=0, z=-1792}, Pos{x=1360, y=0, z=-2032}, Pos{x=-672, y=0, z=-2848}]
8784701033 [Pos{x=3040, y=0, z=384}, Pos{x=-752, y=0, z=-2768}, Pos{x=-1888, y=0, z=-3072}, Pos{x=2752, y=0, z=-736}, Pos{x=-1696, y=0, z=-128}]
8787125550 [Pos{x=2336, y=0, z=-256}, Pos{x=-1760, y=0, z=256}, Pos{x=-336, y=0, z=-2160}, Pos{x=2832, y=0, z=2928}, Pos{x=-1376, y=0, z=128}]
8789173310 [Pos{x=-864, y=0, z=-2304}, Pos{x=-1744, y=0, z=-1776}, Pos{x=1376, y=0, z=-3072}, Pos{x=-416, y=0, z=-2752}, Pos{x=-2592, y=0, z=2048}]
8791262822 [Pos{x=-608, y=0, z=-1632}, Pos{x=1680, y=0, z=-240}, Pos{x=-1728, y=0, z=2592}, Pos{x=2912, y=0, z=-1600}, Pos{x=608, y=0, z=2304}]
8792763831 [Pos{x=2912, y=0, z=-2240}, Pos{x=-1360, y=0, z=1072}, Pos{x=-2464, y=0, z=384}, Pos{x=2832, y=0, z=-2800}, Pos{x=1472, y=0, z=-1536}]
8793437563 [Pos{x=128, y=0, z=-1376}, Pos{x=-32, y=0, z=1472}, Pos{x=-1872, y=0, z=-464}, Pos{x=1120, y=0, z=-3072}, Pos{x=2864, y=0, z=464}]
8793944370 [Pos{x=1888, y=0, z=1088}, Pos{x=-2512, y=0, z=784}, Pos{x=2336, y=0, z=-480}, Pos{x=3040, y=0, z=256}, Pos{x=-1696, y=0, z=2784}]
8794508940 [Pos{x=-2656, y=0, z=-1536}, Pos{x=-880, y=0, z=2032}, Pos{x=2208, y=0, z=-1152}, Pos{x=-144, y=0, z=-3024}, Pos{x=-1504, y=0, z=1984}]
8798074280 [Pos{x=2816, y=0, z=2048}, Pos{x=2656, y=0, z=-2848}, Pos{x=3040, y=0, z=-1184}, Pos{x=2848, y=0, z=-128}, Pos{x=-1184, y=0, z=64}]
8798421115 [Pos{x=1440, y=0, z=2560}, Pos{x=-2464, y=0, z=-2400}, Pos{x=3040, y=0, z=1088}, Pos{x=3040, y=0, z=-1600}, Pos{x=1168, y=0, z=-2256}]
8798701971 [Pos{x=-1152, y=0, z=960}, Pos{x=2720, y=0, z=-2752}, Pos{x=-2384, y=0, z=-2768}, Pos{x=1952, y=0, z=2816}, Pos{x=-448, y=0, z=-1760}]
8798738342 [Pos{x=-1328, y=0, z=2384}, Pos{x=784, y=0, z=-2896}, Pos{x=-320, y=0, z=2336}, Pos{x=2704, y=0, z=-1936}, Pos{x=96, y=0, z=-3008}]
8799460178 [Pos{x=-1072, y=0, z=-2576}, Pos{x=1360, y=0, z=2160}, Pos{x=2656, y=0, z=2176}, Pos{x=-2480, y=0, z=-464}, Pos{x=1760, y=0, z=-1152}]
8802110041 [Pos{x=1984, y=0, z=2304}, Pos{x=672, y=0, z=-1088}, Pos{x=1888, y=0, z=-3040}, Pos{x=-1504, y=0, z=2880}, Pos{x=-416, y=0, z=-1024}]
8808457170 [Pos{x=-416, y=0, z=-352}, Pos{x=2096, y=0, z=-1712}, Pos{x=480, y=0, z=2112}, Pos{x=-352, y=0, z=2496}, Pos{x=-2656, y=0, z=3008}]
8809990555 [Pos{x=2592, y=0, z=544}, Pos{x=2944, y=0, z=-2560}, Pos{x=3040, y=0, z=-2880}, Pos{x=3040, y=0, z=2752}, Pos{x=352, y=0, z=2304}]
8810610385 [Pos{x=-2000, y=0, z=-2864}, Pos{x=2736, y=0, z=2608}, Pos{x=2624, y=0, z=32}, Pos{x=1920, y=0, z=1824}, Pos{x=2528, y=0, z=-1824}]
8812131241 [Pos{x=-2752, y=0, z=-1344}, Pos{x=-2688, y=0, z=2560}, Pos{x=672, y=0, z=-2816}, Pos{x=768, y=0, z=-2432}, Pos{x=-2032, y=0, z=-496}]
8812704086 [Pos{x=-2976, y=0, z=1472}, Pos{x=2208, y=0, z=1472}, Pos{x=2160, y=0, z=-2960}, Pos{x=-192, y=0, z=-2784}, Pos{x=-2928, y=0, z=2544}]
8812789410 [Pos{x=2496, y=0, z=0}, Pos{x=1568, y=0, z=-1632}, Pos{x=2880, y=0, z=-832}, Pos{x=1792, y=0, z=1792}, Pos{x=-1280, y=0, z=1632}]
8814388690 [Pos{x=1104, y=0, z=-240}, Pos{x=-496, y=0, z=-3024}, Pos{x=1680, y=0, z=-2672}, Pos{x=1888, y=0, z=-960}, Pos{x=-1440, y=0, z=64}]
8815746382 [Pos{x=2128, y=0, z=2960}, Pos{x=-1904, y=0, z=-16}, Pos{x=-352, y=0, z=-2816}, Pos{x=-1344, y=0, z=2016}, Pos{x=3040, y=0, z=1216}]
8816674878 [Pos{x=-432, y=0, z=1008}, Pos{x=-1152, y=0, z=2880}, Pos{x=0, y=0, z=3008}, Pos{x=2912, y=0, z=-704}, Pos{x=1904, y=0, z=1264}]
8817467831 [Pos{x=320, y=0, z=1312}, Pos{x=-3056, y=0, z=-272}, Pos{x=-1104, y=0, z=816}, Pos{x=2560, y=0, z=-2656}, Pos{x=-352, y=0, z=2944}]
8818641484 [Pos{x=-1872, y=0, z=-1776}, Pos{x=2592, y=0, z=1792}, Pos{x=2464, y=0, z=1728}, Pos{x=-2880, y=0, z=-1024}, Pos{x=1184, y=0, z=-1024}]
8819329139 [Pos{x=768, y=0, z=3008}, Pos{x=-2784, y=0, z=2240}, Pos{x=1408, y=0, z=-3072}, Pos{x=-1792, y=0, z=-1024}, Pos{x=-2656, y=0, z=-3072}]
8820906532 [Pos{x=2672, y=0, z=2224}, Pos{x=-3040, y=0, z=1408}, Pos{x=2512, y=0, z=1584}, Pos{x=2880, y=0, z=0}, Pos{x=-544, y=0, z=-2720}]
8822101902 [Pos{x=1840, y=0, z=-2032}, Pos{x=-1056, y=0, z=2560}, Pos{x=2544, y=0, z=-2992}, Pos{x=2912, y=0, z=1536}, Pos{x=-80, y=0, z=-1328}]
8825217192 [Pos{x=832, y=0, z=-1696}, Pos{x=-1632, y=0, z=2784}, Pos{x=-608, y=0, z=1728}, Pos{x=1536, y=0, z=-3072}, Pos{x=-1504, y=0, z=-2496}]
8825517599 [Pos{x=864, y=0, z=-3040}, Pos{x=-1920, y=0, z=2592}, Pos{x=-2464, y=0, z=2752}, Pos{x=-224, y=0, z=2656}, Pos{x=2976, y=0, z=-2592}]
8830850716 [Pos{x=3024, y=0, z=-2288}, Pos{x=-160, y=0, z=-1536}, Pos{x=-2400, y=0, z=-1280}, Pos{x=-3024, y=0, z=2992}, Pos{x=656, y=0, z=1264}]
8832975389 [Pos{x=2304, y=0, z=2080}, Pos{x=-1872, y=0, z=-2864}, Pos{x=3040, y=0, z=448}, Pos{x=3040, y=0, z=-1952}, Pos{x=-816, y=0, z=-816}]
8835351850 [Pos{x=2080, y=0, z=576}, Pos{x=-2016, y=0, z=-224}, Pos{x=2208, y=0, z=-1024}, Pos{x=2816, y=0, z=-2112}, Pos{x=1248, y=0, z=2816}]
8840043106 [Pos{x=1824, y=0, z=-512}, Pos{x=1824, y=0, z=-2496}, Pos{x=2592, y=0, z=-1024}, Pos{x=-2496, y=0, z=2560}, Pos{x=-2800, y=0, z=-272}]
8843810333 [Pos{x=1120, y=0, z=832}, Pos{x=1536, y=0, z=32}, Pos{x=-1184, y=0, z=3040}, Pos{x=1920, y=0, z=2272}, Pos{x=-352, y=0, z=-1536}]
8845729267 [Pos{x=-2080, y=0, z=2048}, Pos{x=-1200, y=0, z=-16}, Pos{x=2464, y=0, z=-2240}, Pos{x=-1904, y=0, z=-3056}, Pos{x=-1376, y=0, z=1152}]
8848027085 [Pos{x=448, y=0, z=-2528}, Pos{x=-1952, y=0, z=1024}, Pos{x=1440, y=0, z=704}, Pos{x=-2496, y=0, z=3040}, Pos{x=2080, y=0, z=-3072}]
8848048994 [Pos{x=-2688, y=0, z=64}, Pos{x=-288, y=0, z=-768}, Pos{x=-1712, y=0, z=-3056}, Pos{x=-2288, y=0, z=-2288}, Pos{x=2560, y=0, z=3040}]
8848651259 [Pos{x=2112, y=0, z=1024}, Pos{x=2784, y=0, z=2592}, Pos{x=-912, y=0, z=1136}, Pos{x=-3040, y=0, z=1568}, Pos{x=2880, y=0, z=3040}]
8848752110 [Pos{x=-1984, y=0, z=-1824}, Pos{x=800, y=0, z=2240}, Pos{x=-288, y=0, z=2048}, Pos{x=-2544, y=0, z=2960}, Pos{x=-160, y=0, z=64}]
8851420116 [Pos{x=-1168, y=0, z=2288}, Pos{x=-800, y=0, z=-1344}, Pos{x=2976, y=0, z=2176}, Pos{x=544, y=0, z=-2208}, Pos{x=-1712, y=0, z=-3056}]
8851819283 [Pos{x=-416, y=0, z=2368}, Pos{x=-1248, y=0, z=-160}, Pos{x=2912, y=0, z=-3072}, Pos{x=-2720, y=0, z=448}, Pos{x=-96, y=0, z=-640}]
8852328828 [Pos{x=-2192, y=0, z=-2736}, Pos{x=-448, y=0, z=1280}, Pos{x=-1952, y=0, z=2752}, Pos{x=3040, y=0, z=64}, Pos{x=-832, y=0, z=-1792}]
8853312764 [Pos{x=2272, y=0, z=-32}, Pos{x=1072, y=0, z=-1392}, Pos{x=-800, y=0, z=-832}, Pos{x=-960, y=0, z=1312}, Pos{x=2112, y=0, z=3040}]
8859421629 [Pos{x=640, y=0, z=-2016}, Pos{x=2624, y=0, z=-3008}, Pos{x=2304, y=0, z=1856}, Pos{x=-2528, y=0, z=-2016}, Pos{x=3040, y=0, z=-1120}]
8861869531 [Pos{x=1440, y=0, z=2016}, Pos{x=2464, y=0, z=416}, Pos{x=3040, y=0, z=96}, Pos{x=-1984, y=0, z=2080}, Pos{x=1248, y=0, z=2880}]
8863349115 [Pos{x=384, y=0, z=2848}, Pos{x=-304, y=0, z=-1840}, Pos{x=2336, y=0, z=-800}, Pos{x=-2464, y=0, z=1280}, Pos{x=2368, y=0, z=3040}]
8864899327 [Pos{x=192, y=0, z=-1792}, Pos{x=-2544, y=0, z=2576}, Pos{x=2272, y=0, z=-2464}, Pos{x=224, y=0, z=-2752}, Pos{x=-1152, y=0, z=-1216}]
8866885700 [Pos{x=1216, y=0, z=224}, Pos{x=-160, y=0, z=512}, Pos{x=-2400, y=0, z=-2624}, Pos{x=3040, y=0, z=704}, Pos{x=-2208, y=0, z=1472}]
8869771427 [Pos{x=304, y=0, z=-2576}, Pos{x=-128, y=0, z=2432}, Pos{x=-1632, y=0, z=3040}, Pos{x=-1216, y=0, z=-1984}, Pos{x=-736, y=0, z=1216}]
8870308545 [Pos{x=-928, y=0, z=864}, Pos{x=2912, y=0, z=-512}, Pos{x=-2208, y=0, z=128}, Pos{x=2320, y=0, z=-464}, Pos{x=416, y=0, z=2048}]
8872611875 [Pos{x=352, y=0, z=-2816}, Pos{x=-2992, y=0, z=2768}, Pos{x=-2432, y=0, z=1280}, Pos{x=1520, y=0, z=1968}, Pos{x=-1952, y=0, z=-1792}]
8875655163 [Pos{x=-96, y=0, z=2048}, Pos{x=-2672, y=0, z=2384}, Pos{x=768, y=0, z=-1792}, Pos{x=-2656, y=0, z=-128}, Pos{x=304, y=0, z=1520}]
8875781527 [Pos{x=1728, y=0, z=-2976}, Pos{x=-800, y=0, z=-1728}, Pos{x=3040, y=0, z=-1152}, Pos{x=-1312, y=0, z=2432}, Pos{x=1376, y=0, z=-512}]
8875986180 [Pos{x=416, y=0, z=-1216}, Pos{x=3040, y=0, z=1856}, Pos{x=-2432, y=0, z=-2688}, Pos{x=2592, y=0, z=2752}, Pos{x=1888, y=0, z=-2816}]
8876111092 [Pos{x=-1440, y=0, z=1984}, Pos{x=1216, y=0, z=-2112}, Pos{x=3040, y=0, z=-1152}, Pos{x=-3040, y=0, z=2944}, Pos{x=-128, y=0, z=1088}]
8876521359 [Pos{x=-1216, y=0, z=-1568}, Pos{x=2352, y=0, z=1456}, Pos{x=-896, y=0, z=2624}, Pos{x=2912, y=0, z=448}, Pos{x=-672, y=0, z=1408}]
8881309532 [Pos{x=640, y=0, z=-512}, Pos{x=1856, y=0, z=-1792}, Pos{x=1312, y=0, z=-2304}, Pos{x=-512, y=0, z=3040}, Pos{x=544, y=0, z=2240}]
8881391340 [Pos{x=2224, y=0, z=-2608}, Pos{x=16, y=0, z=-1584}, Pos{x=3040, y=0, z=1760}, Pos{x=3008, y=0, z=32}, Pos{x=1344, y=0, z=1792}]
8881446836 [Pos{x=3040, y=0, z=0}, Pos{x=-1328, y=0, z=3024}, Pos{x=3040, y=0, z=1376}, Pos{x=1472, y=0, z=3040}, Pos{x=3040, y=0, z=-1632}]
8882110943 [Pos{x=1984, y=0, z=-992}, Pos{x=-672, y=0, z=-2048}, Pos{x=704, y=0, z=3040}, Pos{x=3040, y=0, z=-2112}, Pos{x=224, y=0, z=768}]
8882134236 [Pos{x=2528, y=0, z=1824}, Pos{x=2576, y=0, z=-848}, Pos{x=2368, y=0, z=-2240}, Pos{x=672, y=0, z=-2624}, Pos{x=1280, y=0, z=-928}]
8882177660 [Pos{x=-864, y=0, z=-1504}, Pos{x=-176, y=0, z=2608}, Pos{x=3040, y=0, z=-576}, Pos{x=1312, y=0, z=1088}, Pos{x=-704, y=0, z=1568}]
8886497939 [Pos{x=-1248, y=0, z=3008}, Pos{x=1696, y=0, z=320}, Pos{x=3040, y=0, z=2944}, Pos{x=2656, y=0, z=1536}, Pos{x=3040, y=0, z=-1728}]
8890785670 [Pos{x=1456, y=0, z=752}, Pos{x=672, y=0, z=2656}, Pos{x=544, y=0, z=2048}, Pos{x=2464, y=0, z=2688}, Pos{x=-224, y=0, z=1024}]
8893203643 [Pos{x=-1056, y=0, z=-512}, Pos{x=416, y=0, z=-2240}, Pos{x=-2832, y=0, z=3024}, Pos{x=-992, y=0, z=2880}, Pos{x=1312, y=0, z=-1472}]
8896988299 [Pos{x=-928, y=0, z=-1600}, Pos{x=2112, y=0, z=-64}, Pos{x=3040, y=0, z=2112}, Pos{x=-2224, y=0, z=-2032}, Pos{x=-2640, y=0, z=1200}]
8897937723 [Pos{x=1952, y=0, z=2112}, Pos{x=1552, y=0, z=-1264}, Pos{x=3040, y=0, z=-224}, Pos{x=3040, y=0, z=1344}, Pos{x=1568, y=0, z=2880}]
8901386088 [Pos{x=1248, y=0, z=-2048}, Pos{x=3040, y=0, z=-1824}, Pos{x=-176, y=0, z=2384}, Pos{x=-176, y=0, z=-2512}, Pos{x=608, y=0, z=1088}]
8903765294 [Pos{x=-2352, y=0, z=-3056}, Pos{x=2400, y=0, z=-320}, Pos{x=3040, y=0, z=-2368}, Pos{x=3040, y=0, z=1280}, Pos{x=96, y=0, z=1920}]
8904818073 [Pos{x=-928, y=0, z=-3040}, Pos{x=2976, y=0, z=1760}, Pos{x=3040, y=0, z=-1632}, Pos{x=1296, y=0, z=1136}, Pos{x=-2800, y=0, z=-272}]
8905757529 [Pos{x=1312, y=0, z=1504}, Pos{x=1504, y=0, z=-2624}, Pos{x=1696, y=0, z=2176}, Pos{x=2384, y=0, z=432}, Pos{x=-2384, y=0, z=48}]
8907408360 [Pos{x=-32, y=0, z=1280}, Pos{x=3040, y=0, z=160}, Pos{x=3040, y=0, z=3008}, Pos{x=3040, y=0, z=-1664}, Pos{x=-1472, y=0, z=1152}]
8908137422 [Pos{x=3040, y=0, z=2784}, Pos{x=-128, y=0, z=2720}, Pos{x=-1920, y=0, z=1088}, Pos{x=1184, y=0, z=1024}, Pos{x=1264, y=0, z=-2192}]
8910119647 [Pos{x=2944, y=0, z=1024}, Pos{x=2928, y=0, z=-976}, Pos{x=2592, y=0, z=320}, Pos{x=3040, y=0, z=2368}, Pos{x=2144, y=0, z=2784}]
8911894062 [Pos{x=2208, y=0, z=-2752}, Pos{x=2144, y=0, z=224}, Pos{x=2240, y=0, z=1088}, Pos{x=528, y=0, z=2800}, Pos{x=-864, y=0, z=832}]
